valor,vigenciadesde,indicador
801.4,1993-12-23T00:00:00.000,trm
801.69,1993-12-24T00:00:00.000,trm
801.69,1993-12-25T00:00:00.000,trm
809.13,1993-12-28T00:00:00.000,trm
802.33,1993-12-29T00:00:00.000,trm
802.71,1993-12-30T00:00:00.000,trm
804.33,1993-12-31T00:00:00.000,trm
804.33,1994-01-01T00:00:00.000,trm
805.91,1994-01-04T00:00:00.000,trm
810.01,1994-01-05T00:00:00.000,trm
814.21,1994-01-06T00:00:00.000,trm
818.83,1994-01-07T00:00:00.000,trm
818.89,1994-01-08T00:00:00.000,trm
818.5,1994-01-12T00:00:00.000,trm
819.81,1994-01-13T00:00:00.000,trm
820.1,1994-01-14T00:00:00.000,trm
815.81,1994-01-15T00:00:00.000,trm
816.91,1994-01-18T00:00:00.000,trm
816.15,1994-01-19T00:00:00.000,trm
814.56,1994-01-20T00:00:00.000,trm
815.91,1994-01-21T00:00:00.000,trm
815.65,1994-01-22T00:00:00.000,trm
816.69,1994-01-25T00:00:00.000,trm
819.1,1994-01-26T00:00:00.000,trm
821.52,1994-01-27T00:00:00.000,trm
821.72,1994-01-28T00:00:00.000,trm
818.38,1994-01-29T00:00:00.000,trm
817.0,1994-02-01T00:00:00.000,trm
819.27,1994-02-02T00:00:00.000,trm
817.96,1994-02-03T00:00:00.000,trm
817.69,1994-02-04T00:00:00.000,trm
818.0,1994-02-05T00:00:00.000,trm
817.64,1994-02-08T00:00:00.000,trm
817.81,1994-02-09T00:00:00.000,trm
817.88,1994-02-10T00:00:00.000,trm
817.88,1994-02-11T00:00:00.000,trm
817.78,1994-02-12T00:00:00.000,trm
817.59,1994-02-15T00:00:00.000,trm
816.92,1994-02-16T00:00:00.000,trm
816.1,1994-02-17T00:00:00.000,trm
815.19,1994-02-18T00:00:00.000,trm
814.13,1994-02-19T00:00:00.000,trm
816.04,1994-02-22T00:00:00.000,trm
818.33,1994-02-23T00:00:00.000,trm
820.76,1994-02-24T00:00:00.000,trm
819.68,1994-02-25T00:00:00.000,trm
819.7,1994-02-26T00:00:00.000,trm
820.12,1994-03-01T00:00:00.000,trm
819.83,1994-03-02T00:00:00.000,trm
819.61,1994-03-03T00:00:00.000,trm
818.7,1994-03-04T00:00:00.000,trm
817.86,1994-03-05T00:00:00.000,trm
817.76,1994-03-08T00:00:00.000,trm
818.02,1994-03-09T00:00:00.000,trm
818.37,1994-03-10T00:00:00.000,trm
818.46,1994-03-11T00:00:00.000,trm
818.62,1994-03-12T00:00:00.000,trm
818.69,1994-03-15T00:00:00.000,trm
818.49,1994-03-16T00:00:00.000,trm
820.44,1994-03-17T00:00:00.000,trm
820.91,1994-03-18T00:00:00.000,trm
821.34,1994-03-19T00:00:00.000,trm
821.73,1994-03-23T00:00:00.000,trm
821.82,1994-03-24T00:00:00.000,trm
821.7,1994-03-25T00:00:00.000,trm
821.14,1994-03-26T00:00:00.000,trm
820.63,1994-03-29T00:00:00.000,trm
820.78,1994-03-30T00:00:00.000,trm
819.51,1994-03-31T00:00:00.000,trm
820.21,1994-04-05T00:00:00.000,trm
820.93,1994-04-06T00:00:00.000,trm
822.57,1994-04-07T00:00:00.000,trm
825.28,1994-04-08T00:00:00.000,trm
828.92,1994-04-09T00:00:00.000,trm
829.32,1994-04-12T00:00:00.000,trm
828.81,1994-04-13T00:00:00.000,trm
827.96,1994-04-14T00:00:00.000,trm
827.44,1994-04-15T00:00:00.000,trm
827.93,1994-04-16T00:00:00.000,trm
829.47,1994-04-19T00:00:00.000,trm
831.24,1994-04-20T00:00:00.000,trm
834.3,1994-04-21T00:00:00.000,trm
838.25,1994-04-22T00:00:00.000,trm
836.96,1994-04-23T00:00:00.000,trm
835.4,1994-04-26T00:00:00.000,trm
837.31,1994-04-27T00:00:00.000,trm
838.28,1994-04-28T00:00:00.000,trm
837.27,1994-04-29T00:00:00.000,trm
836.86,1994-04-30T00:00:00.000,trm
838.04,1994-05-03T00:00:00.000,trm
839.14,1994-05-04T00:00:00.000,trm
841.0,1994-05-05T00:00:00.000,trm
841.25,1994-05-06T00:00:00.000,trm
841.7,1994-05-07T00:00:00.000,trm
841.27,1994-05-10T00:00:00.000,trm
841.33,1994-05-11T00:00:00.000,trm
841.92,1994-05-12T00:00:00.000,trm
843.24,1994-05-13T00:00:00.000,trm
842.23,1994-05-14T00:00:00.000,trm
842.21,1994-05-18T00:00:00.000,trm
842.83,1994-05-19T00:00:00.000,trm
842.64,1994-05-20T00:00:00.000,trm
842.33,1994-05-21T00:00:00.000,trm
842.92,1994-05-24T00:00:00.000,trm
843.08,1994-05-25T00:00:00.000,trm
842.22,1994-05-26T00:00:00.000,trm
841.86,1994-05-27T00:00:00.000,trm
840.93,1994-05-28T00:00:00.000,trm
841.12,1994-05-31T00:00:00.000,trm
841.93,1994-06-01T00:00:00.000,trm
842.0,1994-06-02T00:00:00.000,trm
841.44,1994-06-03T00:00:00.000,trm
840.37,1994-06-04T00:00:00.000,trm
839.56,1994-06-08T00:00:00.000,trm
838.03,1994-06-09T00:00:00.000,trm
834.96,1994-06-10T00:00:00.000,trm
833.19,1994-06-11T00:00:00.000,trm
833.16,1994-06-15T00:00:00.000,trm
833.35,1994-06-16T00:00:00.000,trm
831.28,1994-06-17T00:00:00.000,trm
826.61,1994-06-18T00:00:00.000,trm
828.94,1994-06-21T00:00:00.000,trm
826.9,1994-06-22T00:00:00.000,trm
824.76,1994-06-23T00:00:00.000,trm
822.87,1994-06-24T00:00:00.000,trm
821.0,1994-06-25T00:00:00.000,trm
820.13,1994-06-28T00:00:00.000,trm
818.73,1994-06-29T00:00:00.000,trm
819.64,1994-06-30T00:00:00.000,trm
818.05,1994-07-01T00:00:00.000,trm
817.92,1994-07-02T00:00:00.000,trm
818.45,1994-07-06T00:00:00.000,trm
820.42,1994-07-07T00:00:00.000,trm
820.24,1994-07-08T00:00:00.000,trm
822.34,1994-07-09T00:00:00.000,trm
822.14,1994-07-12T00:00:00.000,trm
823.12,1994-07-13T00:00:00.000,trm
822.79,1994-07-14T00:00:00.000,trm
822.28,1994-07-15T00:00:00.000,trm
821.04,1994-07-16T00:00:00.000,trm
818.44,1994-07-19T00:00:00.000,trm
817.49,1994-07-20T00:00:00.000,trm
817.18,1994-07-22T00:00:00.000,trm
816.68,1994-07-23T00:00:00.000,trm
816.34,1994-07-26T00:00:00.000,trm
815.75,1994-07-27T00:00:00.000,trm
815.8,1994-07-28T00:00:00.000,trm
815.62,1994-07-29T00:00:00.000,trm
815.62,1994-07-30T00:00:00.000,trm
815.89,1994-08-02T00:00:00.000,trm
814.53,1994-08-03T00:00:00.000,trm
812.69,1994-08-04T00:00:00.000,trm
812.57,1994-08-05T00:00:00.000,trm
811.91,1994-08-06T00:00:00.000,trm
812.39,1994-08-09T00:00:00.000,trm
813.64,1994-08-10T00:00:00.000,trm
815.4,1994-08-11T00:00:00.000,trm
815.84,1994-08-12T00:00:00.000,trm
814.94,1994-08-13T00:00:00.000,trm
814.4,1994-08-17T00:00:00.000,trm
813.93,1994-08-18T00:00:00.000,trm
813.88,1994-08-19T00:00:00.000,trm
813.76,1994-08-20T00:00:00.000,trm
815.2,1994-08-23T00:00:00.000,trm
816.58,1994-08-24T00:00:00.000,trm
816.77,1994-08-25T00:00:00.000,trm
817.4,1994-08-26T00:00:00.000,trm
816.29,1994-08-27T00:00:00.000,trm
816.18,1994-08-30T00:00:00.000,trm
816.3,1994-08-31T00:00:00.000,trm
816.08,1994-09-01T00:00:00.000,trm
817.64,1994-09-02T00:00:00.000,trm
818.81,1994-09-03T00:00:00.000,trm
817.8,1994-09-06T00:00:00.000,trm
818.21,1994-09-07T00:00:00.000,trm
819.24,1994-09-08T00:00:00.000,trm
820.02,1994-09-09T00:00:00.000,trm
820.26,1994-09-10T00:00:00.000,trm
821.62,1994-09-13T00:00:00.000,trm
824.34,1994-09-14T00:00:00.000,trm
827.86,1994-09-15T00:00:00.000,trm
833.1,1994-09-16T00:00:00.000,trm
837.21,1994-09-17T00:00:00.000,trm
838.63,1994-09-20T00:00:00.000,trm
841.82,1994-09-21T00:00:00.000,trm
842.7,1994-09-22T00:00:00.000,trm
841.53,1994-09-23T00:00:00.000,trm
839.46,1994-09-24T00:00:00.000,trm
840.23,1994-09-27T00:00:00.000,trm
841.51,1994-09-28T00:00:00.000,trm
841.32,1994-09-29T00:00:00.000,trm
842.0,1994-09-30T00:00:00.000,trm
843.0,1994-10-01T00:00:00.000,trm
843.65,1994-10-04T00:00:00.000,trm
844.4,1994-10-05T00:00:00.000,trm
842.54,1994-10-06T00:00:00.000,trm
840.06,1994-10-07T00:00:00.000,trm
836.8,1994-10-08T00:00:00.000,trm
835.59,1994-10-11T00:00:00.000,trm
835.38,1994-10-12T00:00:00.000,trm
836.4,1994-10-13T00:00:00.000,trm
836.01,1994-10-14T00:00:00.000,trm
834.83,1994-10-15T00:00:00.000,trm
835.33,1994-10-19T00:00:00.000,trm
836.72,1994-10-20T00:00:00.000,trm
838.32,1994-10-21T00:00:00.000,trm
841.41,1994-10-22T00:00:00.000,trm
842.6,1994-10-25T00:00:00.000,trm
843.48,1994-10-26T00:00:00.000,trm
841.32,1994-10-27T00:00:00.000,trm
840.05,1994-10-28T00:00:00.000,trm
838.55,1994-10-29T00:00:00.000,trm
837.62,1994-11-01T00:00:00.000,trm
837.79,1994-11-02T00:00:00.000,trm
836.18,1994-11-03T00:00:00.000,trm
833.19,1994-11-04T00:00:00.000,trm
831.25,1994-11-05T00:00:00.000,trm
829.09,1994-11-09T00:00:00.000,trm
826.84,1994-11-10T00:00:00.000,trm
825.17,1994-11-11T00:00:00.000,trm
825.87,1994-11-12T00:00:00.000,trm
826.45,1994-11-16T00:00:00.000,trm
828.74,1994-11-17T00:00:00.000,trm
830.49,1994-11-18T00:00:00.000,trm
828.46,1994-11-19T00:00:00.000,trm
829.08,1994-11-22T00:00:00.000,trm
830.74,1994-11-23T00:00:00.000,trm
828.67,1994-11-24T00:00:00.000,trm
828.76,1994-11-25T00:00:00.000,trm
828.42,1994-11-26T00:00:00.000,trm
828.66,1994-11-29T00:00:00.000,trm
829.03,1994-11-30T00:00:00.000,trm
829.29,1994-12-01T00:00:00.000,trm
829.56,1994-12-02T00:00:00.000,trm
830.0,1994-12-03T00:00:00.000,trm
830.37,1994-12-06T00:00:00.000,trm
830.85,1994-12-07T00:00:00.000,trm
831.1,1994-12-08T00:00:00.000,trm
831.49,1994-12-10T00:00:00.000,trm
831.91,1994-12-13T00:00:00.000,trm
824.68,1994-12-14T00:00:00.000,trm
825.0,1994-12-15T00:00:00.000,trm
827.6,1994-12-16T00:00:00.000,trm
829.72,1994-12-17T00:00:00.000,trm
831.06,1994-12-20T00:00:00.000,trm
830.16,1994-12-21T00:00:00.000,trm
827.95,1994-12-22T00:00:00.000,trm
827.7,1994-12-23T00:00:00.000,trm
826.47,1994-12-24T00:00:00.000,trm
827.33,1994-12-27T00:00:00.000,trm
829.95,1994-12-28T00:00:00.000,trm
831.6,1994-12-29T00:00:00.000,trm
831.27,1994-12-30T00:00:00.000,trm
831.27,1994-12-31T00:00:00.000,trm
833.18,1995-01-03T00:00:00.000,trm
835.38,1995-01-04T00:00:00.000,trm
838.33,1995-01-05T00:00:00.000,trm
838.87,1995-01-06T00:00:00.000,trm
837.07,1995-01-07T00:00:00.000,trm
837.07,1995-01-10T00:00:00.000,trm
840.36,1995-01-11T00:00:00.000,trm
843.69,1995-01-12T00:00:00.000,trm
841.52,1995-01-13T00:00:00.000,trm
843.7,1995-01-14T00:00:00.000,trm
846.61,1995-01-17T00:00:00.000,trm
847.61,1995-01-18T00:00:00.000,trm
850.26,1995-01-19T00:00:00.000,trm
852.68,1995-01-20T00:00:00.000,trm
855.54,1995-01-21T00:00:00.000,trm
855.49,1995-01-24T00:00:00.000,trm
856.65,1995-01-25T00:00:00.000,trm
857.56,1995-01-26T00:00:00.000,trm
859.3,1995-01-27T00:00:00.000,trm
857.83,1995-01-28T00:00:00.000,trm
856.41,1995-01-31T00:00:00.000,trm
857.16,1995-02-01T00:00:00.000,trm
855.76,1995-02-02T00:00:00.000,trm
852.22,1995-02-03T00:00:00.000,trm
848.82,1995-02-04T00:00:00.000,trm
848.27,1995-02-07T00:00:00.000,trm
848.43,1995-02-08T00:00:00.000,trm
847.04,1995-02-09T00:00:00.000,trm
845.73,1995-02-10T00:00:00.000,trm
845.37,1995-02-11T00:00:00.000,trm
846.2,1995-02-14T00:00:00.000,trm
848.15,1995-02-15T00:00:00.000,trm
848.52,1995-02-16T00:00:00.000,trm
848.9,1995-02-17T00:00:00.000,trm
849.41,1995-02-18T00:00:00.000,trm
851.88,1995-02-21T00:00:00.000,trm
853.63,1995-02-22T00:00:00.000,trm
855.32,1995-02-23T00:00:00.000,trm
855.48,1995-02-24T00:00:00.000,trm
854.71,1995-02-25T00:00:00.000,trm
856.99,1995-02-28T00:00:00.000,trm
857.85,1995-03-01T00:00:00.000,trm
858.87,1995-03-02T00:00:00.000,trm
861.33,1995-03-03T00:00:00.000,trm
859.65,1995-03-04T00:00:00.000,trm
858.95,1995-03-07T00:00:00.000,trm
861.13,1995-03-08T00:00:00.000,trm
862.41,1995-03-09T00:00:00.000,trm
863.06,1995-03-10T00:00:00.000,trm
865.36,1995-03-11T00:00:00.000,trm
865.92,1995-03-14T00:00:00.000,trm
866.96,1995-03-15T00:00:00.000,trm
866.4,1995-03-16T00:00:00.000,trm
865.63,1995-03-17T00:00:00.000,trm
863.77,1995-03-18T00:00:00.000,trm
863.77,1995-03-21T00:00:00.000,trm
865.89,1995-03-22T00:00:00.000,trm
867.81,1995-03-23T00:00:00.000,trm
868.95,1995-03-24T00:00:00.000,trm
869.22,1995-03-25T00:00:00.000,trm
870.14,1995-03-28T00:00:00.000,trm
872.57,1995-03-29T00:00:00.000,trm
876.21,1995-03-30T00:00:00.000,trm
880.23,1995-03-31T00:00:00.000,trm
878.18,1995-04-01T00:00:00.000,trm
876.0,1995-04-04T00:00:00.000,trm
874.3,1995-04-05T00:00:00.000,trm
871.6,1995-04-06T00:00:00.000,trm
868.96,1995-04-07T00:00:00.000,trm
869.15,1995-04-08T00:00:00.000,trm
866.78,1995-04-11T00:00:00.000,trm
868.8,1995-04-12T00:00:00.000,trm
866.25,1995-04-13T00:00:00.000,trm
866.25,1995-04-14T00:00:00.000,trm
866.25,1995-04-15T00:00:00.000,trm
871.87,1995-04-18T00:00:00.000,trm
874.37,1995-04-19T00:00:00.000,trm
874.35,1995-04-20T00:00:00.000,trm
877.38,1995-04-21T00:00:00.000,trm
876.55,1995-04-22T00:00:00.000,trm
878.2,1995-04-25T00:00:00.000,trm
876.32,1995-04-26T00:00:00.000,trm
875.78,1995-04-27T00:00:00.000,trm
876.21,1995-04-28T00:00:00.000,trm
877.9,1995-04-29T00:00:00.000,trm
877.9,1995-05-02T00:00:00.000,trm
880.63,1995-05-03T00:00:00.000,trm
882.97,1995-05-04T00:00:00.000,trm
882.24,1995-05-05T00:00:00.000,trm
881.07,1995-05-06T00:00:00.000,trm
881.33,1995-05-09T00:00:00.000,trm
878.87,1995-05-10T00:00:00.000,trm
880.25,1995-05-11T00:00:00.000,trm
881.07,1995-05-12T00:00:00.000,trm
879.35,1995-05-13T00:00:00.000,trm
877.45,1995-05-16T00:00:00.000,trm
875.17,1995-05-17T00:00:00.000,trm
874.74,1995-05-18T00:00:00.000,trm
875.75,1995-05-19T00:00:00.000,trm
873.52,1995-05-20T00:00:00.000,trm
871.11,1995-05-23T00:00:00.000,trm
869.95,1995-05-24T00:00:00.000,trm
870.55,1995-05-25T00:00:00.000,trm
872.96,1995-05-26T00:00:00.000,trm
872.66,1995-05-27T00:00:00.000,trm
872.66,1995-05-30T00:00:00.000,trm
876.36,1995-05-31T00:00:00.000,trm
876.62,1995-06-01T00:00:00.000,trm
877.22,1995-06-02T00:00:00.000,trm
875.99,1995-06-03T00:00:00.000,trm
874.81,1995-06-06T00:00:00.000,trm
873.06,1995-06-07T00:00:00.000,trm
871.02,1995-06-08T00:00:00.000,trm
871.93,1995-06-09T00:00:00.000,trm
871.94,1995-06-10T00:00:00.000,trm
873.74,1995-06-13T00:00:00.000,trm
875.28,1995-06-14T00:00:00.000,trm
873.78,1995-06-15T00:00:00.000,trm
872.54,1995-06-16T00:00:00.000,trm
873.91,1995-06-17T00:00:00.000,trm
873.91,1995-06-20T00:00:00.000,trm
875.59,1995-06-21T00:00:00.000,trm
875.32,1995-06-22T00:00:00.000,trm
874.81,1995-06-23T00:00:00.000,trm
873.64,1995-06-24T00:00:00.000,trm
873.64,1995-06-27T00:00:00.000,trm
875.95,1995-06-28T00:00:00.000,trm
878.8,1995-06-29T00:00:00.000,trm
881.23,1995-06-30T00:00:00.000,trm
880.49,1995-07-01T00:00:00.000,trm
880.49,1995-07-04T00:00:00.000,trm
883.81,1995-07-05T00:00:00.000,trm
887.3,1995-07-06T00:00:00.000,trm
891.28,1995-07-07T00:00:00.000,trm
891.44,1995-07-08T00:00:00.000,trm
897.12,1995-07-11T00:00:00.000,trm
897.51,1995-07-12T00:00:00.000,trm
895.84,1995-07-13T00:00:00.000,trm
892.82,1995-07-14T00:00:00.000,trm
893.36,1995-07-15T00:00:00.000,trm
891.76,1995-07-18T00:00:00.000,trm
894.03,1995-07-19T00:00:00.000,trm
894.5,1995-07-20T00:00:00.000,trm
894.5,1995-07-21T00:00:00.000,trm
894.98,1995-07-22T00:00:00.000,trm
896.68,1995-07-25T00:00:00.000,trm
897.32,1995-07-26T00:00:00.000,trm
897.77,1995-07-27T00:00:00.000,trm
895.56,1995-07-28T00:00:00.000,trm
897.63,1995-07-29T00:00:00.000,trm
898.35,1995-08-01T00:00:00.000,trm
900.78,1995-08-02T00:00:00.000,trm
905.53,1995-08-03T00:00:00.000,trm
917.53,1995-08-04T00:00:00.000,trm
916.14,1995-08-05T00:00:00.000,trm
916.14,1995-08-08T00:00:00.000,trm
920.1,1995-08-09T00:00:00.000,trm
919.32,1995-08-10T00:00:00.000,trm
917.13,1995-08-11T00:00:00.000,trm
919.13,1995-08-12T00:00:00.000,trm
922.21,1995-08-15T00:00:00.000,trm
928.25,1995-08-16T00:00:00.000,trm
944.55,1995-08-17T00:00:00.000,trm
947.22,1995-08-18T00:00:00.000,trm
946.83,1995-08-19T00:00:00.000,trm
946.83,1995-08-22T00:00:00.000,trm
949.51,1995-08-23T00:00:00.000,trm
955.12,1995-08-24T00:00:00.000,trm
962.6,1995-08-25T00:00:00.000,trm
970.65,1995-08-26T00:00:00.000,trm
972.03,1995-08-29T00:00:00.000,trm
963.93,1995-08-30T00:00:00.000,trm
960.19,1995-08-31T00:00:00.000,trm
949.35,1995-09-01T00:00:00.000,trm
948.23,1995-09-02T00:00:00.000,trm
957.54,1995-09-05T00:00:00.000,trm
958.46,1995-09-06T00:00:00.000,trm
953.63,1995-09-07T00:00:00.000,trm
954.64,1995-09-08T00:00:00.000,trm
958.31,1995-09-09T00:00:00.000,trm
958.59,1995-09-12T00:00:00.000,trm
959.18,1995-09-13T00:00:00.000,trm
959.15,1995-09-14T00:00:00.000,trm
960.25,1995-09-15T00:00:00.000,trm
960.91,1995-09-16T00:00:00.000,trm
962.5,1995-09-19T00:00:00.000,trm
970.08,1995-09-20T00:00:00.000,trm
974.88,1995-09-21T00:00:00.000,trm
974.23,1995-09-22T00:00:00.000,trm
975.9,1995-09-23T00:00:00.000,trm
977.35,1995-09-26T00:00:00.000,trm
980.54,1995-09-27T00:00:00.000,trm
981.09,1995-09-28T00:00:00.000,trm
972.8,1995-09-29T00:00:00.000,trm
966.78,1995-09-30T00:00:00.000,trm
971.22,1995-10-03T00:00:00.000,trm
976.76,1995-10-04T00:00:00.000,trm
972.75,1995-10-05T00:00:00.000,trm
972.93,1995-10-06T00:00:00.000,trm
979.16,1995-10-07T00:00:00.000,trm
982.84,1995-10-10T00:00:00.000,trm
981.45,1995-10-11T00:00:00.000,trm
981.26,1995-10-12T00:00:00.000,trm
984.88,1995-10-13T00:00:00.000,trm
987.0,1995-10-14T00:00:00.000,trm
987.0,1995-10-17T00:00:00.000,trm
990.52,1995-10-18T00:00:00.000,trm
991.22,1995-10-19T00:00:00.000,trm
991.52,1995-10-20T00:00:00.000,trm
988.96,1995-10-21T00:00:00.000,trm
991.98,1995-10-24T00:00:00.000,trm
993.68,1995-10-25T00:00:00.000,trm
994.77,1995-10-26T00:00:00.000,trm
995.01,1995-10-27T00:00:00.000,trm
994.99,1995-10-28T00:00:00.000,trm
994.5,1995-10-31T00:00:00.000,trm
996.76,1995-11-01T00:00:00.000,trm
996.96,1995-11-02T00:00:00.000,trm
998.18,1995-11-03T00:00:00.000,trm
998.49,1995-11-04T00:00:00.000,trm
998.49,1995-11-07T00:00:00.000,trm
999.51,1995-11-08T00:00:00.000,trm
999.73,1995-11-09T00:00:00.000,trm
1000.13,1995-11-10T00:00:00.000,trm
999.77,1995-11-11T00:00:00.000,trm
999.77,1995-11-14T00:00:00.000,trm
1001.14,1995-11-15T00:00:00.000,trm
1001.62,1995-11-16T00:00:00.000,trm
1002.25,1995-11-17T00:00:00.000,trm
1002.63,1995-11-18T00:00:00.000,trm
1003.44,1995-11-21T00:00:00.000,trm
1003.47,1995-11-22T00:00:00.000,trm
1002.49,1995-11-23T00:00:00.000,trm
1001.23,1995-11-24T00:00:00.000,trm
1000.69,1995-11-25T00:00:00.000,trm
1003.24,1995-11-28T00:00:00.000,trm
1001.73,1995-11-29T00:00:00.000,trm
998.16,1995-11-30T00:00:00.000,trm
998.15,1995-12-01T00:00:00.000,trm
997.87,1995-12-02T00:00:00.000,trm
3646.58,2026-05-29T00:00:00.000,ise
3631.57,2026-05-28T00:00:00.000,ise
3644.47,2026-05-27T00:00:00.000,ise
3667.06,2026-05-23T00:00:00.000,ise
3701.37,2026-05-22T00:00:00.000,ise
3730.49,2026-05-21T00:00:00.000,ise
3796.87,2026-05-20T00:00:00.000,ise
3796.78,2026-05-16T00:00:00.000,ise
3784.7,2026-05-15T00:00:00.000,ise
3794.91,2026-05-14T00:00:00.000,ise
3775.07,2026-05-13T00:00:00.000,ise
3759.0,2026-05-12T00:00:00.000,ise
3747.1,2026-05-09T00:00:00.000,ise
